ts	phase	decision	why	evidence	result
2026-09-06T09:52:38Z	prepared-recovery	Include saved prepared effects in pending discovery while keeping body-only consumers and approval-waiting commands separate	Restart previously omitted durable prepared commands; admission must resume the saved effect rather than rerun its handler	/tmp/myko-prepared-discovery-red.log; /tmp/myko-prepared-discovery-green.log; /tmp/myko-prepared-discovery-suite.log	Intended discovery RED followed by GREEN; full federation suite passed; application driver retry test still in progress
2026-09-06T09:55:56Z	prepared-recovery	Keep the command driver alive across temporary authority unavailability	One unavailable prepared effect previously stopped dispatch and left an independent permitted command submitted	/tmp/myko-core-prepared-command-recovery-red-final.log; /tmp/myko-core-prepared-command-recovery-green.log; libs/myko/core/src/application.rs	Driver RED shows authority coordination unavailable; both real-Redb recovery tests pass after fair 250ms deferred retry scheduling; live certified policy remains open
2026-09-06T10:01:58Z	test-readiness	Wait for list-watch readiness and query resends before asserting response epochs	The broad core run failed on an immediate ready read while Hyphae permits another thread to finish queued propagation; preserve the epoch and data assertions	/tmp/myko-prepared-recovery-suite.log; libs/myko/core/src/client/query_map.rs:1460; /home/trevor/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/hyphae-2.0.1/src/scheduler.rs	Test-only correction reuses existing bounded signal waits; full rerun pending; no production reactive behavior change
2026-09-06T10:11:18Z	prepared-recovery	Verify exact saved-effect recovery and affected consumers before committing	Recovery must append one identical batch and result without rerunning the handler; broader tests must preserve client and mesh behavior	/tmp/myko-core-prepared-command-recovery-green-3.log; /tmp/myko-prepared-recovery-suite-2.log; /tmp/myko-prepared-recovery-strict-4.log; /tmp/myko-prepared-recovery-fmt.log; /tmp/forrest-prepared-recovery-tests.log; /tmp/forrest-prepared-recovery-strict.log; /tmp/forrest-prepared-recovery-fmt.log	471 affected Myko tests and full Forrest workspace tests passed; both formatting and strict lint passed; SSH retry7979 timed out; all C01-C18 remain Open
2026-09-06T10:24:56Z	authority-quorum	Do not require unavailable minority peers to supply retained evidence	Evidence synchronization aborted before quorum voting even when two of three configured controllers remained healthy	/tmp/myko-certified-coordinator-ha-red-final-2.log; /tmp/myko-certified-coordinator-ha-green.log; libs/myko/authority/src/certified/coordinator.rs	Intended RED followed by six passing coordinator tests; quorum checks remain authoritative and invalid evidence still fails; no live-permission or native minority-loss completion claim
2026-09-06T10:30:25Z	authority-quorum	Verify minority outage recovery after durable reopen	Supersede the six-test checkpoint with exact-source coverage and independent review	/tmp/myko-certified-coordinator-ha-authority-suite-2.log; /tmp/myko-certified-coordinator-ha-strict-2.log; /tmp/myko-certified-coordinator-ha-fmt.log; libs/myko/authority/tests/certified_coordinator.rs	51 authority tests, strict Clippy, and workspace formatting passed; gpt-5.5 found no correctness defect; failed peer is injected, not native loss; C01-C18 remain Open; SSH61383 timed out
2026-09-06T10:39:16Z	native-authority-deadlines	Bound native authority requests and per-scope evidence refreshes	Real third-controller shutdown recovered correctly but the first test took 253.46 seconds while sequential requests waited on the dead endpoint	/tmp/myko-native-minority-outage-first.log; /tmp/myko-native-minority-outage-bounded.log; libs/myko/iroh/src/client.rs; libs/myko/iroh/src/evidence_client.rs	Native shutdown and durable reopen pass in26.46 seconds with failed-peer deadlines1s and each decision bounded30s; production default10s is configurable; timeout is typed unavailable, not denial or rollback; broader checks pending
2026-09-06T10:41:19Z	native-authority-deadlines	Verify native outage recovery and typed timeout failures	Check the transport boundary directly and preserve broader authority and native behavior	/tmp/myko-native-minority-outage-suite.log; /tmp/myko-native-minority-outage-typed.log; /tmp/myko-native-minority-outage-strict-4.log; /tmp/myko-native-minority-outage-fmt-2.log	86 authority and Iroh tests passed; final added typed-error assertions passed in 26.45 seconds; strict Clippy and workspace formatting passed; graceful endpoint shutdown tested, not abrupt process loss or custody; full goal remains open
2026-09-06T10:50:36Z	certified-revalidation	Certify a later recheck without spending the original effect again	Recovering a historical permit alone cannot enforce later revocations or expiry, and ordinary evaluation sees the original single-use grant as consumed	libs/myko/authority/src/certified/history/revalidation.rs; libs/myko/authority/src/certified/coordinator.rs; /tmp/myko-certified-revalidation-tests-2.log	Three initial persistence tests pass; replay recomputes the recheck without projecting new use or lease records; exact original records alone are excluded from use counts; live coordinator release and runtime policy are still unfinished
2026-09-06T10:52:12Z	certified-revalidation	Verify revocation, exact-use reuse, lease expiry, tampering, and accepted-value recovery	A later recheck must not spend again, renew an expired lease, or invalidate a value required by consensus	/tmp/myko-certified-revalidation-suite.log; /tmp/myko-certified-revalidation-exact-records.log; /tmp/myko-certified-revalidation-tamper-final.log; /tmp/myko-certified-revalidation-strict-4.log; /tmp/myko-certified-revalidation-fmt-final.log	56 authority tests passed before exact-record tightening; three revalidation tests passed after tightening; final tamper test, strict Clippy, and formatting passed; native endpoint expiry recovery covered; live release, custody, and C01-C18 remain open
2026-09-06T11:05:16Z	coordinated-revalidation	Choose a fresh revalidation after recovering intervening control decisions	An older chosen check must not satisfy a new release attempt or hide a later certified revocation	libs/myko/authority/src/certified/coordinator/revalidation.rs; /tmp/myko-coordinated-revalidation-tests-2.log	Five focused tests passed, including native coordination, no majority, changed effect, and recovery through prior checks and revocation; added final time-expiry veto uses the certified snapshot, not later revocations; runtime release is still unwired
2026-09-06T11:06:04Z	coordinated-revalidation	Verify fresh coordinated checks on the final source	The common quorum path changed and the release-time expiry veto must preserve existing recovery behavior	/tmp/myko-coordinated-revalidation-suite.log; /tmp/myko-coordinated-revalidation-strict-3.log; /tmp/myko-coordinated-revalidation-fmt.log	60 authority tests, strict Clippy, and workspace formatting passed; gpt-5.5 found no source blocker but requires immediate runtime consumption rather than caching; runtime policy and all C01-C18 remain open
2026-09-06T11:21:29Z	prepared-authority-runtime	Connect the saved-effect boundary to an async certified worker	Keep network coordination outside the synchronous command dispatch lock and consume fresh revalidation immediately instead of caching permits	libs/myko/authority/src/certified/coordinator/runtime.rs; libs/myko/authority/src/certified/coordinator/runtime/policy.rs; /tmp/myko-prepared-authority-runtime-tests.log; /tmp/myko-prepared-authority-runtime-gate.log	Initial focused build failed on a fixture name and was fixed; four runtime tests including native Iroh, nine control-chain tests, and strict Clippy pass; final strengthened restart assertions and broader suite running; non-effect policy, approvals, custody, production cutover, and C01-C18 remain open
2026-09-06T11:23:17Z	prepared-authority-runtime	Verify persisted and native saved-effect release on the integrated source	Release must reuse exact prepared effects and original consumption while obeying revocation and quorum recovery	/tmp/myko-prepared-authority-runtime-suite.log; /tmp/myko-prepared-authority-runtime-gate-final.log; /tmp/myko-prepared-authority-runtime-fmt-final.log; scripts/verify_prepared_authority_runtime.sh	261 authority and federation tests passed; final strengthened tests passed all four runtime and nine control-chain cases plus strict Clippy; formatting passed; Mac SSH timed out; effect-only runtime is not a production cutover and all C01-C18 remain open
2026-09-06T11:35:07Z	authority-runtime-lifecycle	Own application dispatch and async authority recovery with one joined guard	Applications need one installation and shutdown boundary, without embedding a worker in a resource registry that could retain its own host	libs/myko/authority/src/certified/coordinator/runtime/lifecycle.rs; /tmp/myko-authority-lifecycle-tests.log; /tmp/myko-authority-lifecycle-tests-2.log; /tmp/myko-authority-lifecycle-gate.log	Initial fixture used the wrong evidence trait method and was fixed; two lifecycle tests, four release tests, nine control-chain tests, and strict Clippy pass; actual item handler runs once across controlled inflight cancellation and native recovery after two-store reopen; broader authority suite still running; no abrupt-kill or production cutover claim
2026-09-06T11:36:27Z	authority-runtime-lifecycle	Verify joined runtime installation and native recovery on the final source	Starting and stopping authority recovery must preserve exact durable effects and leave existing command dispatch recovery intact	/tmp/myko-authority-lifecycle-suite.log; /tmp/myko-authority-lifecycle-gate.log; /tmp/myko-authority-lifecycle-command-driver.log; /tmp/myko-authority-lifecycle-fmt.log	66 authority tests, both core command-recovery tests, focused lifecycle/native/control-chain gate, strict Clippy, and formatting passed; fixed helper visibility lint without suppression; controlled shutdown/join verified, not abrupt-kill recovery; effect-only policy and no Forrest production cutover; C01-C18 remain open
2026-09-06T11:39:12Z	authority-runtime-lifecycle	Carry the new authority runtime dependency into Forrest	Promoting Tokio from an authority test dependency to a runtime dependency changes the downstream lockfile even without application source edits	Forrest abb31eb; /home/trevor/Code/forrest/Cargo.lock; /tmp/forrest-authority-lifecycle-check.log; Myko66f45c1f	Forrest locked workspace check passed; one Tokio dependency line committed; Mac SSH preflight timed out with no remote writes; no production policy cutover or daemon invocation
2026-09-06T12:09:54Z	certified-approval	Certify approval choices and continue the original command root	Certified challenges cannot be resumed through the raw local approval projection; approval evidence must share the certified history and must not create a second spend	libs/myko/authority/src/certified/history/approval.rs; libs/myko/authority/src/certified/history/continuation.rs; /tmp/myko-certified-approval-continuation-red.log; /tmp/myko-certified-approval-pending-red.log; /tmp/myko-certified-approval-pending-tests.log	Three focused tests passed, including pending release across reopen; initial continuation API and pending access tests failed before implementation; full final revocation gate running; no production approval transport claim
2026-09-06T12:11:59Z	certified-approval	Allow certified denial to terminate a parked command	Revocation was detected correctly but rejection refused AuthorizationPending, leaving a denied command parked	/tmp/myko-certified-approval-revocation-red.log; libs/myko/federation/src/memory.rs; /tmp/myko-certified-approval-revocation-gate.log; /tmp/myko-certified-approval-revocation-suite.log	Regression failed with command is not executing before the state transition fix; fourth approval test now passes with no committed event; final broader suite and strict gate still running
2026-09-06T12:12:33Z	certified-approval	Verify certified approval and pending recovery on the final source	Historical approval recovery must preserve expiry, consume once, reject revocation, and release only the saved effect	/tmp/myko-certified-approval-revocation-suite.log; /tmp/myko-certified-approval-revocation-gate.log; /tmp/myko-certified-approval-workspace-fmt-final.log; /tmp/forrest-certified-approval-final-check.log; scripts/verify_prepared_authority_runtime.sh	267 authority/federation tests, four approval regressions, existing runtime/lifecycle/control-chain gate, strict Clippy, workspace formatting, and downstream locked check passed; test lint issues fixed without suppression; Mac SSH timed out; async approval transport and multi-obligation runtime advancement remain open, along with production cutover and C01-C18
2026-09-06T12:30:42Z	async-certified-approval	Replace synchronous approval policy calls with one awaited contract	Authority certification needs network I/O; clients must await the durable choice and preserve unavailable separately from denial	libs/myko/federation/src/access.rs; libs/myko/core/src/server/federated_session.rs; libs/myko/authority/src/certified/coordinator/runtime/policy.rs; /tmp/myko-async-approval-focused.log; /tmp/myko-async-approval-transport-tests.log	Six focused approval tests and local/Iroh transport approval tests pass; all implementations and callers migrated without a synchronous alternate path; broader verification ongoing
2026-09-06T12:30:42Z	async-certified-approval	Separate authority recovery from the handler execution queue	The local socket test exposed that parked commands were omitted from the handler work feed, so successful approvals never resumed them	/tmp/myko-async-approval-local-test.log; /tmp/myko-async-approval-local-test-2.log; /tmp/myko-async-approval-local-test-3.log; libs/myko/federation/src/history.rs; libs/myko/federation/src/node.rs	Local client test failed twice before the queue split and passed afterward; handler queue still excludes parked effects; worker now reads prepared and pending authorization commands from retained history
2026-09-06T12:40:16Z	async-certified-approval	Preserve broad-test failures and correct the local restart queue assumption	A subscription can have legitimate current updates queued before its resynchronizing frame, and the test must still observe resynchronization before validating recovery	/tmp/myko-async-approval-suite.log; /tmp/myko-async-approval-window-rerun.log; /tmp/myko-async-approval-serial-unit-suite.log; /tmp/myko-async-approval-four-crate-suite.log; /tmp/myko-async-approval-local-suite-final.log	Core parallel graph-window test failed but isolated rerun and all449 serial unit tests passed; root cause remains unproven and graph source untouched; local parallel restart test failed on first-frame assumption, then all12 local tests passed after bounded resync observation; final value assertions retained
2026-09-06T12:40:52Z	async-certified-approval	Verify the awaited local approval path and retain the remaining limits	The client must observe a durable choice, recovery must find parked work, and neither quorum loss nor stopped workers may become denials	/tmp/myko-async-approval-final-gate.log; /tmp/myko-async-approval-local-final.log; /tmp/myko-async-approval-local-suite-final.log; /tmp/myko-async-approval-local-clippy-final.log; /tmp/myko-async-approval-workspace-fmt-final.log; /tmp/forrest-async-approval-check.log	Six approval tests, local/Iroh approval checks, existing runtime/lifecycle/control-chain gate, five-crate strict checks, strengthened closed-worker socket test, corrected local suite and lint, formatting, and downstream locked check passed; core parallel graph failure still open; multi-obligation advancement and retry of parked work after quorum recovery without another wake remain open; no production install or C01-C18 closure
2026-09-06T12:53:08Z	approval-retry	Retry retained authority work without requiring another client wakeup	Parked commands are excluded from handler dispatch and otherwise stall after quorum loss	/tmp/myko-approval-retry-red-confirmed.log; /tmp/myko-approval-retry-green-2.log; libs/myko/authority/tests/support/certified_approval_retry.rs	RED timeout after quorum restored; GREEN both focused regressions pass; fixed five-second retry while work remains
2026-09-06T12:55:12Z	approval-retry	Keep missing approval as normal internal waiting while preserving strict replay checks	Periodic recovery must not produce authority decisions or repeated reports for unchanged parked work	libs/myko/authority/src/certified/history/continuation.rs; libs/myko/authority/src/certified/coordinator/approval.rs; /tmp/myko-approval-retry-gate.log; /tmp/myko-approval-retry-green.log	25 selected behavior tests passed; initial compile typo and later strict style failure fixed without suppressions; final gate rerun pending
2026-09-06T12:56:16Z	approval-retry	Verify the retry checkpoint and retain the broader unfinished scope	A local recovery fix must not imply production failover or whole-plan completion	/tmp/myko-approval-retry-gate-final.log; /tmp/myko-approval-retry-fmt-check-final.log; /tmp/forrest-approval-retry-check-final.log; /tmp/myko-approval-retry-mac-preflight.log	25 selected tests and five-crate strict gate passed; formatting and downstream locked check passed; Mac SSH timed out; multi-obligation advancement, core parallel graph failure, production installation, custody and C01-C18 remain open
2026-09-06T13:07:10Z	multiple-approvals	Advance saved pending commands using their certified continuation chain	The initial parking API correctly rejects a different challenge; later certified rounds must use guarded advancement	/tmp/myko-multiple-approval-red.log; /tmp/myko-multiple-approval-green-3.log; libs/myko/authority/src/certified/coordinator/runtime/challenge.rs	Both initial regressions failed at challenge replacement; three focused tests now pass including two skipped rounds, reopen, exact effect commit, retry identity and unrelated-challenge rejection
2026-09-06T13:09:00Z	multiple-approvals	Check pending effect contents after advancement and keep test futures safe across joins	Successful advancement is pending rather than prepared; the test helper and boxed error temporaries did not match that lifecycle	/tmp/myko-multiple-approval-green.log; /tmp/myko-multiple-approval-green-2.log; /tmp/myko-multiple-approval-strict.log; /tmp/myko-multiple-approval-strict-2.log; libs/myko/authority/tests/support/certified_approval_multiple.rs	Corrected prepared-only assertion and boxed batch comparison; fixed test-only future and naming lint failures without suppressions; final integrated gate pending
2026-09-06T13:09:32Z	multiple-approvals	Verify multi-approval recovery without claiming a production authority cutover	Certified challenge advancement must retain effect identity and must not stand in for live release authority	/tmp/myko-multiple-approval-gate.log; /tmp/myko-multiple-approval-fmt-final.log; /tmp/forrest-multiple-approval-check.log; /tmp/myko-multiple-approval-mac-preflight.log	All28 selected tests and five-crate strict gate passed; formatting and downstream locked build check passed; Mac SSH timed out; native multi-approval, certified non-effect policy, production installation, custody, abrupt loss and C01-C18 remain unverified or unfinished
2026-09-06T13:16:34Z	native-multiple-approvals	Verify approvals, controller certification and command evidence transfer through native Iroh transport	Durable local multi-approval tests did not prove the authenticated native integration path	libs/myko/authority/tests/support/certified_approval_native.rs; /tmp/myko-native-multiple-approval.log	Focused native test passed with real Redb controller journals, authenticated client identity, scoped evidence transfer, immutable retry and exact effect commit once; no production policy change
2026-09-06T13:18:15Z	native-multiple-approvals	Keep production installation separate from native effect verification	Forrest restores raw AuthorityPolicy and PreparedEffectPolicy still delegates reads and administration to its supplied policy	forrest/crates/forrest-node/src/authority.rs:restored_authority_policy; libs/myko/authority/src/certified/coordinator/runtime/policy.rs; /tmp/myko-native-multiple-strict.log	No production authority replacement attempted; duration style failure corrected without suppression; expanded native gate pending
2026-09-06T13:18:57Z	native-multiple-approvals	Verify the expanded native gate and make the production evidence path explicit	The prior row used a repo-qualified Forrest shorthand; native effect coverage still must not imply certified production reads	/tmp/myko-native-multiple-gate.log; /tmp/myko-native-multiple-fmt-final.log; /home/trevor/Code/forrest/crates/forrest-node/src/authority.rs; libs/myko/authority/src/certified/coordinator/runtime/policy.rs	All29 selected tests, five-crate strict checks and formatting pass; full Forrest path supersedes prior shorthand; no production source changes, new Mac validation, abrupt-loss proof, custody or C01-C18 closure
2026-09-06T13:40:57Z	certified-reads	Certify initial scoped item reads using controller-local topology	The live controller required prepared command evidence for every decision; reads have no application command	/tmp/myko-certified-read-red.log; /tmp/myko-certified-read-focused.log; libs/myko/authority/src/certified/coordinator/access.rs	Four boundary tests passed; narrowed an initial broad operation list to Admission ReadItems only; follow, watch, history, administration and live policy integration remain unfinished
2026-09-06T13:40:57Z	historical-recovery	Recover original verified proposal and votes for completed roots from later history heads	Reproposing a terminal root failed instead of recovering its immutable decision	/tmp/myko-certified-read-retry-red.log; /tmp/myko-certified-read-retry-green.log; libs/myko/federation/src/control_chain.rs; libs/myko/authority/src/certified/coordinator/recovery.rs	Later-head regression fails before and passes after; initial 34-test gate passed behavior then failed enum-size lint; boxed candidate and strengthened electorate-rotation proof, final verification pending
2026-09-06T13:43:34Z	certified-reads	Verify historical recovery and scoped-read checkpoint without claiming live production access	Historical decisions and live serving permission remain separate contracts	/tmp/myko-certified-read-final-gate.log; /tmp/myko-certified-read-fmt-check.log; /tmp/forrest-certified-read-check.log; /tmp/myko-certified-read-mac-preflight.log	Final gate handle4592 terminal0:34 selected tests and five-crate strict checks passed; formatting and downstream locked check passed; disjoint-electorate proof passed; gpt-5.5 source and trail review accepted; Mac SSH timed out; production policy, custody, abrupt loss and C01-C18 remain open
2026-09-06T14:05:24Z	policy-decisions	Use one policy result that distinguishes immediate decisions from lazy coordinated work	Network reads need remote coordination while synchronous local command APIs must not block or start that work	libs/myko/federation/src/policy_decision.rs; libs/myko/federation/src/node.rs; libs/myko/core/src/server/federated_session.rs; scripts/verify_policy_decisions.sh	Replaced the existing trait result and migrated callers; no parallel legacy decision method; pending work is unavailable to synchronous callers without polling
2026-09-06T14:05:24Z	policy-decisions	Release the policy lock during coordination and invalidate results after policy replacement	A pending remote decision must not block policy replacement or authorize using the replaced policy	/tmp/myko-policy-decision-session-tests.log; libs/myko/core/src/server/federated_session/coordinated_policy_tests.rs	Two session tests pass for item pages, permit/deny/unavailable distinctions, writable policy lock and replacement invalidation; broader gate pending
2026-09-06T14:05:24Z	policy-decisions	Repair the mechanical migration before changing runtime semantics	Compiler checks exposed test-call arguments lost by a Perl capture and missed policy implementations	/tmp/myko-policy-decision-check.log; /tmp/myko-policy-decision-check-2.log; /tmp/myko-policy-decision-check-3.log; /tmp/myko-live-read-policy-red.log; libs/myko/authority/src/tests.rs	Restored all44 affected argument lists from HEAD and preserved assertions; migrated remaining policies, removed unused imports and avoided a new Tokio dependency in federation tests
2026-09-06T14:05:24Z	live-item-reads	Replace local item-read fallback with certified consumption and fresh revalidation	The serving path previously returned a page without advancing certified authority history	/tmp/myko-live-read-policy-red-2.log; /tmp/myko-live-read-policy-green.log; libs/myko/authority/src/certified/coordinator/access.rs	Real Redb session regression failed before and passed after17.3s; renamed policy to CertifiedRuntimePolicy; strengthened native-controller and unavailable-controller check pending; other operations and Forrest production cutover remain unfinished
2026-09-06T14:13:32Z	live-item-reads	Verify serving through native controllers and fail closed when a controller endpoint disappears	Local-controller success alone did not prove the remote coordination path or absence of fallback during an outage	/tmp/myko-policy-decisions-gate.log; libs/myko/authority/tests/support/certified_access.rs	All selected behavior suites passed including native item read, single-use denial and unavailable controller; strict then rejected test unwraps and a watch function at102lines; removed unwraps and redundant match-arm block without suppressions; final gate pending
2026-09-06T14:29:57Z	policy-decisions	Kept all outcome checks while replacing test assertions with descriptive errors and removing two unused clones	The full behavioral gate passed 296 executions but strict lint rejected assertions in Result tests and redundant clones	/tmp/myko-policy-decisions-gate-final.log; libs/myko/core/src/server/federated_session/coordinated_policy_tests.rs; libs/myko/authority/tests/support/certified_access.rs; /tmp/myko-policy-decisions-gate-cleanup.log	Previous gate exit 101; cleanup gate running; no lint suppression or behavior check removed
2026-09-06T14:34:05Z	policy-decisions	Completed the policy test gate and corrected its final Redb test lint with a focused rerun	Keep behavioral checks intact and finish the strict checks without rerunning unrelated passing suites	/tmp/myko-policy-decisions-gate-cleanup.log; /tmp/myko-policy-decision-redb-final.log; /tmp/myko-policy-decision-fmt-final.log; /tmp/forrest-policy-decision-tests.log; /tmp/forrest-policy-decision-strict.log; /tmp/myko-policy-decision-mac-cleanup-preflight.log	296 test executions and five-crate strict passed before final Redb lint exit 101; corrected Redb three tests, Redb/node strict, and fmt exit 0; Forrest tests/check/strict exit 0; Mac timeout 255; core parallel failure, broad error mapping, other access operations, production cutover, custody and C01-C18 remain open
2026-09-06T14:55:04Z	certified-streams	Bind each stream to a server-created admission identity and freshly revalidate that original certified decision before forwarding frames	Continuations must not spend another grant use; reconnects must not borrow an earlier stream permission; item filtering must precede coordination to avoid control-log feedback	libs/myko/federation/src/access.rs; libs/myko/core/src/server/federated_session.rs; libs/myko/authority/src/certified/coordinator/access.rs; /tmp/myko-certified-streams-red.log; /tmp/myko-certified-streams-green.log	Initial native-controller stream regression failed on raw fallback then passed; repeated updates, independent admission, revocation, and outage proof remain in progress; gpt-5.5 accepted the bounded design with per-frame gating required
2026-09-06T14:55:04Z	certified-streams	Bind scoped access to locally derived claimed-resource topology proof rather than all known scopes	The first item made its scope known and invalidated an unchanged stream because the original request retained the whole node topology	/tmp/myko-certified-streams-topology.log; libs/myko/authority/src/certified/coordinator.rs; libs/myko/authority/src/certified/coordinator/access.rs; /tmp/myko-certified-streams-live-4.log	Exact request matching remains; two item updates progressed, but concurrent second admission still fails or times out; investigating coordination before handoff
2026-09-06T15:26:48Z	certified-streams	Drain irrelevant control envelopes and queue each local coordinator proposal operation	Authorization timers created control records faster than the stream drained them; overlapping requests then raced the same proposer identity	/tmp/myko-certified-streams-drain.log; /tmp/myko-certified-streams-serialized.log; libs/myko/authority/src/certified/coordinator.rs; libs/myko/core/src/server/federated_session.rs	Two stream tests pass, including repeated updates, independent spent-grant denial, request binding, revocation and unavailable controller; quorum checks remain authoritative
2026-09-06T15:26:48Z	certified-streams	Make native frame delivery async and own cancellable map and report producers	Synchronous bounded sends could block a Tokio worker while continuation authorization waited on network; scalar callbacks must not block on client pressure	/tmp/myko-native-backpressure-2.log; /tmp/myko-certified-streams-strict-4.log; libs/myko/core/src/server/client_session.rs	84 core server tests and four-crate strict passed; initial strict runs caught test-style and API-doc issues, corrected without removing checks; full gate and Forrest verification running; gpt-5.5 found no blocking design issue
2026-09-06T15:32:34Z	certified-streams	Yield cooperatively while draining irrelevant item-stream envelopes	A continuously ready runtime-neutral channel must not starve authorization timers or request cancellation	libs/myko/core/src/server/federated_session.rs; /tmp/myko-certified-streams-gate.log	One consume_budget call added after filtered records; core84 repeat passed before this final adjustment; subsequent integration checks and focused final rerun required
2026-09-06T15:47:44Z	certified-streams	Finish stream verification and box private command client variants after the session size increase	The full selected gate passed 380 test executions and five-crate strict, then the final node strict check found large_enum_variant; preserve all checks without suppression	/tmp/myko-certified-streams-gate.log; /tmp/myko-certified-streams-core-final.log; /tmp/myko-certified-streams-node-strict-2.log; /tmp/myko-certified-streams-node-final.log; /tmp/forrest-certified-streams-tests.log; /tmp/forrest-certified-streams-strict.log; /tmp/forrest-certified-streams-check-final-2.log; /tmp/myko-certified-streams-mac-preflight.log	Original gate exit101 at final enum lint; corrected boxing and two explicit trait receivers, then Redb/node strict, node15, final core84, fmt and Forrest final all-target check exit0; Forrest160 tests and strict passed; Mac timeout255; native incoming-client coverage, production cutover, other access operations, custody and C01-C18 remain open
2026-09-06T16:04:53Z	certified-selection	Add a historical selection coordinator before attempting production policy installation	Forrest bootstraps raw AuthorityService records, while certified access reads quorum-selected records; selecting existing events preserves the accepted log and avoids a second authority store	crates/forrest-node/src/authority.rs in /home/trevor/Code/forrest; libs/myko/authority/src/certified/coordinator/selection.rs; libs/myko/authority/src/certified/history.rs; /tmp/myko-certified-selection-tests.log; /tmp/myko-certified-selection-strict.log	Grounded startup and compared direct policy replacement with explicit record selection; chose certify_selection returning only historical ControlHead; native selection/outage/reopen, invalid inputs and prior accepted winner tests3 passed; initial strict passed; added immutable-record mismatch case and full authority gate is running; production installation and C01-C18 remain open
2026-09-06T16:10:12Z	certified-selection	Complete retained selection verification	Certify existing accepted authority records before production policy installation without rewriting history or treating historical proof as live permission	/tmp/myko-certified-selection-gate.log; /tmp/myko-certified-selection-strict-final.log; /tmp/myko-certified-selection-fmt-check.log; /tmp/forrest-certified-selection-check.log	Authority25, coordinator42 and certified_history8 passed, total75; strict and fmt exit0; Forrest locked workspace all-target check exit0; no production policy installation or C01-C18 closure; Mac not synced, last SSH attempt timed out
2026-09-06T16:11:03Z	certified-selection	Confirm Mac connectivity before checkpoint sync	The earlier timeout is historical evidence, not the result of a current sync attempt	/tmp/myko-certified-streams-mac-preflight.log; /tmp/myko-certified-selection-mac-preflight.log	Previous stream preflight timed out; current selection preflight exit0 with both remote checkouts clean; branch verification and sync pending
2026-09-06T16:15:40Z	native-authority-lifecycle	Add worker-only authority ownership for native startup	Native Node already owns CommandDispatchGuard; using the combined authority installer would start another dispatcher	libs/myko/node/src/lib.rs:1264; libs/myko/authority/src/certified/coordinator/runtime/lifecycle.rs; libs/myko/authority/tests/support/native_authority_lifecycle.rs	Ground and sketch complete without another design panel per user direction; chose runtime.start returning existing guard with no owned dispatcher instead of a new native dispatcher or authority-specific Node dependency; native Redb dispatcher test running, controller calls in this test remain local fixtures; production configuration and C01-C18 open
2026-09-06T16:19:14Z	native-authority-lifecycle	Replace incomplete test composition with authenticated controllers and registered authority handlers	Initial local controller fixture failed quorum; authenticated run exposed a Submitted command after the native dispatcher encountered unregistered authority bootstrap handlers	/tmp/myko-native-authority-lifecycle-tests.log; /tmp/myko-native-authority-lifecycle-tests-3.log; /tmp/myko-native-authority-lifecycle-tests-4.log; libs/myko/core/src/application.rs:349; libs/myko/authority/tests/support/native_authority_lifecycle.rs	Supersedes initial test description: native Redb dispatcher and authenticated Iroh controller harness now pass effect release and worker-only shutdown; initial strict exit0; added no-executor test and full authority gate running; production startup configuration still pending
2026-09-06T16:23:58Z	native-authority-lifecycle	Finish controller and policy setup before submitting the native test command	Parallel gate exposed a transient deny policy while the second fixture transport bound against a node that already had a prepared command	/tmp/myko-native-authority-lifecycle-gate.log; libs/myko/authority/tests/certified_coordinator.rs:618; libs/myko/authority/tests/support/native_authority_lifecycle.rs	First broad run authority25 pass and coordinator43 pass/1 fail; failed command was durably Rejected by transient deny policy; reordered fixture startup using authenticated but unsubmitted request for scope discovery, without changing runtime authorization; repeat full gate running
2026-09-06T16:26:19Z	native-authority-lifecycle	Complete native worker ownership verification	The native dispatcher must stay independently owned while stopped authority workers leave effects unavailable	/tmp/myko-native-authority-lifecycle-gate-2.log; /tmp/myko-native-authority-lifecycle-strict-final.log; /tmp/myko-native-authority-lifecycle-fmt-check.log; /tmp/forrest-native-authority-lifecycle-check.log	Repeat full targeted gate exit0: authority25, coordinator44, history8 total77; strict and fmt passed; Forrest locked all-target check passed; worker-only native lifecycle and no-executor behavior proven; production controller configuration, node-churn and all C01-C18 remain open
2026-09-06T16:34:49Z	caller-evidence	Bind controller evidence refresh to each authenticated proposer	Production multi-node configuration cannot use one fixed inbound evidence endpoint for commands proposed on different resource hosts	libs/myko/authority/src/certified/coordinator.rs:222; libs/myko/authority/tests/support/caller_evidence.rs; crates/forrest-node/src/authority.rs in /home/trevor/Code/forrest	Grounded production setup and found fixed-source assumption; replaced single optional endpoint with validated per-caller bindings and migrated all existing callers without compatibility API; native three-store two-proposer test and unknown/duplicate configuration checks running; production configuration and C01-C18 still open
